"age","charcoal"
21.35994485,0.730277139
31.83705116,0.675474553
33.10475573,0.541050424
34.13537178,0.578000374
35.62400869,0.780970075
36.07639015,0.639771763
37.56439083,0.662360351
38.47247713,0.81960374
41.33539299,0.642133454
44.22784162,0.859163277637265
45.95175774,0.750513092095867
46.79581345,0.719967697
49.14475421,0.806149296
51.59065801,1.197542865
56.17638258,1.025226731
74.11705981,1.830961917
77.59748976,1.574863059
78.47128035,1.8258067749572
79.44135646,2.028634196
80.23325716,2.694808757
80.9564461,3.182157577
82.31465713,2.99014207
82.87338774,3.164816464
83.90876112,4.049792259
85.16931601,3.487433053
85.92573422,5.041034396
86.25931603,4.276607313
86.58256678,5.334906825
87.07112632,4.72809164763675
87.23731032,4.008704256
87.5652489,5.821632306
87.91264191,2.663827442
88.33068399,3.803696742
88.70980704,-2.441723859
89.10464718,3.21003337
89.61634231,-0.360625202
90.08245714,0.961334359
92.13462159,0.847788007863691
92.57474933,0.268071789
93.30141098,1.261999201
93.56319036,0.661039116086604
93.79239369,0.0218854632754136
94.24564897,0.558013669936065
94.69339746,-0.647591615535094
94.94950409,-0.353327084377833
95.16325624,-1.05023218938036
95.77625523,0.390917703559336
96.05349646,0.468953880974673
96.37773085,0.874385399226846
96.66853276,0.930702956016011
96.9909919,0.130235720725202
97.33916196,1.04351105855781
97.61690606,0.204511860203778
98.0855747,0.0687092162739916
98.75188642,-0.408784007358082
99.11348015,-0.789117597159183
99.49607524,-0.771257966875631
99.76912619,-0.755557177426947
100.0443528,-0.240539304708512
100.478527,0.490712522224748
101.0838918,0.639783868666082
104.8736966,0.815008591562475
105.6835275,0.777582826022959
106.5295452,0.638705855121903
107.1818591,0.682459024975843
108.1310318,0.596135097618898
109.0428263,0.575412976039108
110.7077309,0.56424056134774
111.6467818,0.557939019462936
112.5885004,0.549551319132167
113.4678472,0.529254009282641
114.8293101,0.651911899371863
115.8467631,0.657254657744282
117.1048013,0.770740894254497
118.0032809,0.834858204878034
118.7163299,0.865807499595519
119.6160882,0.904860755123823
120.4713872,0.941984291967111
121.0139491,0.965533736879842
123.320528,1.06564886243956
123.8406034,1.08822229965062
124.3355528,1.43830615830395
124.7230928,1.20614301386665
125.1457706,0.900598841754031
125.5786282,1.24104701367558
126.0717557,0.917654540976777
126.5676442,0.94607825876167
126.9367655,1.19350813539472
127.2906073,0.999661984924319
127.6305321,0.723821831505966
127.8142094,0.698033539181954
128.3808973,1.08621641305143
128.5969312,1.1979931978059
128.9098926,1.66891977479716
129.2248758,1.10527761206082
129.5025651,2.93932325196913
129.8078002,1.32531652290215
130.1088273,1.27670976085927
130.469828,1.21603426182514
130.7701005,0.953158030224227
131.0855258,1.13874583114107
131.2501909,1.17488765213088
131.2800902,1.13480587409734
131.5734361,1.42561209239143
131.798596,1.07345420782875
132.1598387,1.42748114068017
132.5160059,1.43297455136864
132.8084691,1.05732287612727
133.0921119,1.26216102151258
133.4072504,1.05506216721768
133.7559419,1.5191600804823
134.162159,1.37617427342712
134.3912359,1.36431810016023
134.8470888,1.58497659060645
135.1002989,1.69562370451643
135.2470421,1.48453104283235
135.4024177,1.98315244656733
135.5977216,2.11213634311704
135.8190062,2.24568550046763
136.083423,2.65543842251279
136.2062168,2.51281839213455
136.5822966,2.12968074989936
136.8306344,1.99017351613963
136.9451659,1.94148435262998
137.0219807,1.73777563390119
137.2513397,1.85702693708345
137.4244246,1.8327328016415
137.5812783,2.1463868690003
137.9145704,1.22487464939293
138.1059055,2.62631645008318
138.2460641,2.23448807409335
138.399834,2.41705896846711
138.6145254,2.68856797222414
138.8299999,3.15317218537602
139.0182785,3.01515961606267
139.1425555,1.33645604357145
139.3034908,2.01332341057375
139.487989,2.74043502812161
139.6736741,2.71916966205431
139.8710624,2.27469984459257
140.0090789,3.07775834467291
140.174263,2.02790522895245
140.4763126,2.49280874142574
140.6114684,2.13369585709677
140.7736679,2.41829777386775
140.8812784,2.60008541585478
140.9948356,2.35954965914958
141.2344899,2.24082352766957
141.3944666,2.41672699001327
141.5541179,2.44521528634578
141.5800196,2.52730855331185
141.7398779,2.77169634641409
141.7557351,2.83840070168114
141.9000586,2.48971762504849
142.0614197,2.04234847959705
142.2401188,1.52804490639983
142.4131342,2.15538883222032
142.5761054,2.58139497937271
142.7400894,2.9115278873091
142.7897991,2.98836413397141
142.8113486,2.2195379614456
143.189403,2.36352692005692
143.4218573,2.61192182811081
143.6163089,2.55514202307907
144.2122522,2.35727787524473
144.4247066,2.16542754999058
144.4600278,2.03386519022518
144.668925,1.80263885149963
145.0487804,2.03218605924249
145.2710654,2.158603315481
145.6031563,1.73756695717948
145.7854316,2.02321240347293
146.0683018,2.23609919773207
146.3101604,1.74314521418817
146.6921653,1.99226360009802
146.9762379,1.62742693559245
147.3823374,2.14688772391409
147.6992217,1.90324801896062
148.0244298,1.98585746462709
148.65489,1.38919834325541
149.0057827,2.20744533973255
149.9574727,1.73519587609689
150.3025066,1.55312932485362
150.6989163,1.87002486836559
151.4955709,1.62894987249563
152.0127287,1.73503270052918
152.4569774,1.28247626994671
152.6685262,1.45291135398802
154.2179751,1.12085221046536
154.6639634,0.960428079529364
155.1819939,0.774090023663691
156.2667323,0.667364935572354
157.4020374,0.792833305055085
157.9967534,0.805423864206351
160.0600327,0.750059241230839
160.713777,1.01957339270908
161.4001139,0.81521818422381
162.1286583,0.827512188531331
163.2247353,0.844175235470104
164.035653,0.831991251419347
164.8716149,0.632444780053881
165.7408226,0.816995411508921
166.625649,0.463267198928223
169.4736297,0.48964273556844
170.4574079,0.491367652094625
171.4061576,0.295237023755468
172.3854436,0.25946824760019
173.4039931,0.383129368826228
174.9611281,0.453742028605075
175.9671454,0.504876981219158
176.9742043,0.40609186714318
178.617164,0.348884548671281
179.6493698,0.484253850808011
182.0928059,0.527975855711635
183.1023805,0.413439782723415
184.070159,0.318157700017474
185.0257023,0.280552253695781
185.9671838,0.494392537973438
186.9081868,0.424344917091805
187.8172609,0.432561967553962
189.5976373,0.44467097189835
190.4413262,0.484579229338011
191.2754845,0.662539246516371
191.820936,0.862245655838831
193.9183704,0.76291655251473
194.5101398,0.750352765598863
195.2238448,0.638309381872152
195.80915,0.62544538828518
196.2000207,0.651423196966629
196.8923358,0.668160897945157
197.5445092,0.669824758283485
197.996264,0.691533146222049
198.4442828,0.59530618421686
199.5646135,0.948118565139184
200.1997221,0.782298404389218
200.8521647,0.611952518957771
201.5429769,0.804807482628659
202.1768719,0.577226806413822
202.8239908,0.645181324967478
203.2978143,0.554776190103706
203.9542913,0.639283109937538
205.0455748,0.665892955822204
205.7305114,0.607345893254886
206.4134954,0.724744576643113
207.0463004,0.482177748647857
207.7655751,0.500061375411208
208.3501321,0.451477903786788
208.9584268,0.633890163858738
209.7440145,0.699596484416548
211.2732889,0.801040523668611
212.162793,0.700658588790987
213.046104,0.707359621670422
213.898345,0.60278609380984
214.846897,0.502953221628932
215.826446,0.35920971359169
216.8111492,0.258611424342175
218.1300624,0.75588502247845
218.9179998,0.505429327958945
219.7423686,0.504232002954877
220.8791846,0.381766574297421
221.6744864,0.392490678262397
222.5724377,0.439182680457947
223.6409998,0.556139159713644
224.9973432,0.484194558744673
226.3691001,0.536659211961013
227.394549,0.709339947902006
228.4345742,0.637119728230275
229.4504559,0.566576053389996
230.5174266,0.492484715663467
231.6038063,0.311609340522725
232.6894291,0.140340271430541
233.8180523,0.154442486562755
235.0305466,0.376448409593674
235.5497871,0.475142488995058
236.1819469,0.595299582857275
236.1819469,0.595299582857275
237.3493261,0.317685696569739
238.4662173,0.266631931963335
239.4854081,0.25144731730916
240.9727975,0.0902033268753499
243.1297461,0.162416314281315
244.7626206,0.191860746525526
246.4408634,0.111230995194375
247.6127349,0.243533035600366
250.6495627,0.193092914755106
252.3769928,0.143730905048428
254.5142109,0.118482258011111
256.9176955,0.120277711788147
259.3034215,0.147482102036071
262.2673932,0.208263069682212
264.3902859,0.171371113039328
266.3895054,0.180068477897465
268.8333573,0.161002416063686
270.7392771,0.130164472371156
272.9204713,0.163555704026818
275.989686,0.160382589378471
278.6970838,0.0533659201894383
281.9193507,0.0644236835620627
285.6165704,0.0878753396664607
293.5723511,0.124296579171732
299.0113763,0.0974952981659255
303.6235281,0.0864415216971136
310.4643337,0.0673594081877634
318.1947354,0.0760871126470842
333.7526212,0.0891939291229517
341.2527347,0.123284191931571
346.2063545,0.131977817744346
348.954242,0.142987308687469
354.5662718,0.162594684550715
359.7280976,0.201416061755343
362.7388714,0.203534453376256
366.8609774,0.234886980404919
370.0007575,0.223737899862247
373.4070148,0.284601881879842
376.5939856,0.327015214331377
379.5760635,0.35987162778948
383.0089818,0.392086237244213
386.3934602,0.324740027
388.5564423,0.281349519033903
391.0603813,0.254547999892252
394.3596316,0.273448654381361
397.9236796,0.256232408339816
401.0815271,0.260626894133911
405.1256936,0.250197534415615
413.4278095,0.216410980616067
417.5157942,0.238993848190086
421.5699599,0.240510923653405
423.8925915,0.25308250954814
426.4007072,0.252194291528641
430.3547124,0.254182678895361
433.7587934,0.27544800020209
440.7188122,0.212532803842703
446.1185634,0.113378921647671
448.9397915,0.104684805365671
452.7666869,0.134009093809267
455.5458831,0.149018830740211
458.9789493,0.0801605718792959
461.9316084,0.111248246808763
465.4217588,0.0929936559612285
468.6721162,0.129129046755132
472.1177851,0.125834956371578
475.7131874,0.299164949321438
478.8489627,0.254991395619207
481.3799366,0.219337657454168
483.4569742,0.190078503596699
486.4677485,0.147665834479002
488.4292066,0.131060979281347
489.8960573,0.117228975490151
492.6424726,0.141124687595791
495.7764888,0.137151333107753
498.1037237,0.196405261254848
500.2011667,0.221286377754409
501.5618704,0.206086259340542
502.3471329,0.179466015381277
503.3219167,0.229464297681579
504.8294082,0.20313497114577
506.2599866,0.280388785401616
507.4645464,0.156775807126364
508.4682961,0.138576988578436
510.0154873,0.209807473559426
511.7598644,0.619466466936541
512.8654944,0.584594795434686
513.9651174,0.549912585263212
515.1658384,0.512041734908774
516.5034882,0.469852137656417
518.3982098,0.410092444791108
520.0556902,0.357815361110706
521.9997807,0.296375345753911
524.0494582,0.228207140777367
525.6292059,0.175667868123586
527.2799836,0.120766278666557
529.8222726,0.142704158876895
533.2662048,0.103867293341352
536.8581995,0.0404680950613331
541.827617,0.0649576529735832
548.626539,0.0468692861624995
554.7736077,0.0636978664986154
561.1828571,0.0410739532562553
566.5646998,0.0532334542419583
570.3231885,-0.0477251516122127
573.3690606,0.159230659302172
573.7404917,0.322251084670703
573.8650242,0.376908169449561
574.0621613,0.463431279382771
574.2156721,0.530806886634484
574.3127524,0.573415251418444
574.5715082,0.686982695239324
574.7252101,0.754442175928878
575.0457594,0.624956945964258
575.9807906,0.307717074141766
577.1416459,0.152993605090476
579.9048126,0.0625067863250546
581.8761389,0.0617467531295881
584.5149451,0.31715943003727
586.9104846,0.104073456627259
589.604319,-0.221092048575931
592.2164086,0.12612046842789
594.8900882,0.133589832891245
597.8378042,0.141824763186731
600.3539627,0.112394044942056
602.626496,0.286006003496449
604.5963601,0.456589168857849
612.1575668,0.168452603503736
622.9011415,0.143799893962818
631.3992801,0.182625040573784
636.4727545,0.461010689986953
